date,content
21654,자주 이용하는 이어 풀인데 할인도 좋고 너 편 안 하게 이용하네요
21655,포인트 취득 시 보험약관처럼 깨알 같은 내용을 적어놓고 취소 때는 왜 그 깨알 같은 안내도 없고 취소 가능하게 해놔서 쿠폰도 사라지고 포인트도 사라졌는데 어쩔 수 없다는 데니 참나 안 내 부족 아닌가 요 상담 전화는 몇 십분이나 했는데 확인까지 이틀이나 걸린다고 하면서 엄포를 놓으면서 포인트 쿠폰은 다시 복구도 안 되고 빛의 속도로 사라졌다고 하네요 다른 구매 건으로 사용하려다 기존 쿠폰도 사라지고 포인트도 사라지고 맘만 상하네요 아이와 놀러 다니고 유용하게 사용해야지 했는데 이번 건만 구매하고 다신 이용을 안 해야겠어요 그리고 꼭 포인트 취득 시 꼭 확인하세요는 왜 클릭해야 볼 수 있게 해놓고 광고 하단 제일 밑에 쉼 껴놓았나요 제 돈 주고 살라면 네이버나 인터파크에서 사지 조금이라도 할인 혜택받으려고 어플 이용한 건데 안내도 부실하고 혜택도 별로네요
21656,너무 빠르고 좋아요
21657,예약 당일 교통사고로 당일 취소하려고 문의했으나 규정상 무슨 일이 있어도 당일 취소는 환불이 안 된다고 규정이 그렇다고 함 사고 접수번호 사진 증거자료도 말했으나 그런 것고 소용이 없음 그냥 쌩 양아치 어플 규정임
21658,너무 좋아서 다음에도 또 또
21659,월일에 예약한 월일 숙박 건을 달 이상 지난 월 일 현재 이제서야 오류였다며 취소하게 만들고 다시 들어가 보니 두 배 가까이 가격이 되어 있고 어처구니가 없습니다 그냥 이제 확인해보니 예약가가 너무 저렴했었다고 사기 좀 치겠다고 하세요 ㅋㅋㅋㅋ 다른 고객도 똑같은 상황이라고 말씀하시던데 그걸 안다고 내가 덜 괴로운 게 아니에요 일주일 남았는데 무슨 수로 구하라는 건지 쿠폰 발급도 늦어지네요 언제일지 알 수가 없다네요 정말 훌륭하십니다
21660,신입실인데 시 취소 안 되는 게 말이 되니 그럼 입실 분전에 시켜줌 진짜 사칙 운운하면서 안 된다고 딱 잡아떼는 거역 겨움 방에 들어가지도 못하는데 취소도 안 된 때 사장이 취소해주라 해도 안 된 대ㅁㅊ
21661,고작 만 원 해 처먹을라고 정당한 취소 요구에도 이 악물고 규정 징징대면서 푼돈 뜯어먹을라고 발악하는 양아치 새끼들
21662,제가 이번에 연월 일부 산 광안리 불꽃축제 갈려고 월일 날에 광안리 투 헤븐 호텔 예약을 했는데 가격이 만 원이 미결제된 상태이고 그리고 예약 취소 불가능이다고 하길래 일일 앞당겨두고 어플을 투 헤븐 숙박 객실 보니깐만 원이라고 하고 고객센터 전화해봤지만 변경 불가능하고 취소 불가능하고 제가 만원 손해 보고 광안리 불꽃축 보러 갑니다 그 뒤로 이 어플 안 씁니다 완전히 바가지 씌웠네요 ㅡㅡ
21663,외국인이지만 사용하기 쉬어서 좋습니다
21664,해외호텔 최저가 보장 쓰여있지만 최저가 아님 모든 호텔인 것처럼 아이콘에 적어두고 일부만이라고 답변 박다만 원대 호텔 환불 불가 가격이 호텔 스 o 컴퓨터보다 만원 비싸고 심지어 타 회사의 무료 취소 가격보다도 비쌈 해결해준 것 없음
21665,이용하기 편해요
21666,믿고 가 볼게요
21667,처리 속도가 빠릅니다
21668,검색하기 좋네요
21669,몇 가지 여행 어플을 갖고 있지만 여기어 때를 자주 사용하고 있습니다
21670,너무 쉽게 숙소를 저렴한 가겍에 구입할 수 있어 좋았어요
21671,예전에 한 번 쓰고 근년 만에 다시 쓰는데 변함없이 서비스 엉망 휴대폰 인증은 계속 오류에 고쳐지지 않는 앱 때문에 예약 확인 및 취소도 못함 년 전 오류를 지금까지 안고 침전날 밤에 취소하려고 했으나 해당 오류로 취소 못했는데 고객센터는 어제 연락 못 줬으니 취소 안 된다고만 함 그럼 휴대폰 인증을 고치던가요 이건 무슨 이용자 잘못식으로만 둘러대니 저처럼 인증 못해 피해 입은 분들 많은 데 대답은 그저 형식적인 매크로 식 답변 앱을 인증조차 안 되게 거지같이 만들어 놓고 소비자 탓식으로 할 거면 애당초 일 전 취소 규정을 없애시지 이용자를 호구로 아나 그냥 탈퇴 삭제하고 앞으로 야 놀자 쓰는 게 답 고객센터 분들 고생하시는 건 알지만 회사 자체에 실망입니다 해당 이야기는 너무 어이없어서 유튜브에 제보함 다른 숙박 앱 추천함
21672,빠른 정보 좋은 숙소에 감사
21673,많이 고맙습니다 덕분에 얼어 죽을 뻔했는데 무사히 잘 왔습니다
21674,최악 어플임 고객을 호구로 생각하고 고객에게 불리한 모든 조건을 갖춘 앱입니다
21675,여기 어때 자주 이용하는 사용자로써 vip 고객 선정됐다고 문자 왔을 때 별로 신경 안 썼는데 이번 결제만 되고 예약 안 되는 문제 때 연락 하루 종일 안 되고 연락처 남겨놔도 일 뒤에 연락 주더니 vip 그런 거 없다고 스팸이라 그러더라고 요 ㅋㅋㅋㅋ그래서 제가 친절히 홈페이지 이용 문의 탭에 나와 있다고 알려줬음 그러니까 뭐 특별한 혜택이 있는 건 아니고 그냥 상담했던 상담사랑 다시 상담할 수 있는 혜택이라 네여ㅋㅋㅋ 그게 vip임 그냥 아무 데나 상담해도 상담했던 상담사랑 다시 상 담하고 싶다 하면 해줄 거 같은데 전담 상담사 배정돼서 좀 더 빠르고 편하게 상담할 수 있다는 그 vip 기능 좀 빼주세요 제시간에 예약 못하고 다른 숙소 돈 더 주고 예약하고 포인트 보상받는 갓 숙박 어플 추천합니다
21676,엉망 진 창업제랑 소통도 안 되고 강제 취소하고도 없고 모든 건 소비자 탓이고 광고는 엄청 하면서 실속은 하나도 없는 다른 앱 까세요
21677,예약되니 마음 편하네요
21678,너무 도움이 잘 되었어요 최고입니다 저같이 여행 안 다녀 본 사람으로 썬 도움이 최고인 것 같아요
21679,고객센터가 거지 같은 건지 여기 어때 자체가 거지 같은 건지 앞으로는 안 쓰려니 드ㅡ어 플로 월일에 월일 숙박 예약했는데 예약 건 표시는 돼있고 예약 내역은 없다고 표기돼서 시부터 시반까지 콜센터 전화 번 넘게 했는데 받기는커녕 신호가 다 끊어지고 연결 중이라면서 끊어지고 번호 남기래서 번호 남겼더니 전화는 안 오고 일에 죄송하다고 상담톡오네요ㅡㅡ문의가 많고 고객들이 많아서 연결이던 거 알겠는데 댓글들이나 인터넷 검색해 보니깐 하루 이틀 문제가 아닌 거 같은데 직원을 더 뽑던 지방 찍을 바꾸세요 예약 결제까지는 빠르길래 좋네 이러고 있다가 어플에 예약 내역뜰 때까지 몇 시간을 머리 아프고 짜증 났는지 모르겠음 콜센터 최석현 씨인 가 뭔가 지금 놀리려고 사과 카톡 보낸 거죠
21680,너무 편하고 좋아요
21681,잘 이용해 볼게요
21682,예약하기 편해서 좋아요
21683,늘 여행할 때 여기어 때에서 숙소 예약을 하는데 늘 만족합니다 깔끔하고 저렴하여서요
21684,겨울 여행 숙소 예약했는데 기대가 됩니다
21685,상황 대처 능력 빵점 운영 좀 잘해봐요 고객센터는 그냥 매뉴얼만 읽어주는 데 이게 맞나요
21686,타사보다 훨씬 좋음
21687,예약하기 너무 편하고 좋네요 다른 사이트 이용하다가 갈아탔어요
21688,진짜 숙박 어플 중에 제일 최악이에 요 결제 취소하려 해도 상담원 연결도 잘 안되고 카톡 상담해도 답도 없고 진짜 절대 쓰지 마세요
21689,처음 예약해봐요 아직 체크인 전이라 걱정 반기 대반이네요
21690,서버 이상으로 결재된 쿠폰이 사라 집니 다번 전화해서 쿠폰 받아도 사용이 불가능 별점 개는 없나요
21691,들게 등록했지만 좋아요
21692,결제수단 할인 혜택이 어쩌 구 쓰여있는데 적용 안됨 토스 결제는 되지도 않고 로딩 화면만 계속 나옴
21693,깔끔하고 시설이 아주 좋아요
21694,비회원 예약 결재를 했는데 결재 확인 문자가 전산장애로 안 옴 취소하려니 예약번호 누르라는 데 안 보내 준 번호를 어떻게 누르라고 하는지 고객센터 전화를 번 넘게 하고 연락처도 남겼지만 생까 고 연결도 안 됨 시간이나 지나 다시 전화해서 연결됐는데 전산장애 핑계만 대고 취소는 못하고 네가 사용 안 했다고 하며 결국 노쇼 했다고 한 예약 여부의 확인 내용이 안 오니 사용자는 예약됐는지도 전혀 모름 고객센터에서는 전산장애 핑계만 대고 비회원으로 여행 다니며 서 몇 번 사용했는데 이어서 비스 완전 욕 나옴 전산장애가 사용자 잘못 통장에서 돈 빠지면 예약 확인 내용도 없이 무조건 숙소 주인한테 네가 예약했소 해야 되는 거임 비대면으로 운영되는 시설이 늘어나고 있는 판국에 결재 메시지가 있어야 어디 연락이나 해보지 메시지도 없이 붕 뜬 상태에서 결국 결재한 사용자가 예약 여부 확인 못해서 고객센터 전화 연결 기다리는 시간 동안 시간은 흘러 노쇼이 어플 다시는 안 씀
21695,유명한 거 하나 빼고 최악의 서비스 좀 알려져 있다고 쓰지 마세요들 숙박 예약 어플 많음 예약 취소해도 다음날 오후까지 환불 안 되고 고객센터는 일하는 사람이 없어 이틀간 전화를 안 받습니다
21696,월일 오전 세 분경 숙소 예약했으나 예약 내역엔 아무것도 안 뜨고 카드 결제는 돼버림 숙소 전화하니 내가 예약한 건이 없다고 함 여기 어때 전화하니 안 받음ㅋㅋㅋ 끊어버림 공지도 안 올라오고 아침부터 하루 종일 그거 해결하려고 인터넷 찾아보고 다른 피해자 들어 케 처리됐 나 물어보고 하느라 하루다 감결국 통화했더니 하는 말 우리도 잘 모르겠음 알아보고 전화 줄게 하더니 같은 내용의 통화만 한 통한 듯 그러더니 연락 없길래 밤 시쯤 전화했더니 그거 저희 쪽에서 카드 취소했는데요라 합취 소했으면 좀 알려주던 가 졸라 기다렸잖니 ㅡㅡ 그 어떤 사과도 공지도 없는 여기 어때 덕분에 내 하루만 바쁘게 소멸됨 그리고 이번 일 처리하는 거 보고 또 한 번 느꼈다 얘네는 정말 책임감도 없이 고객을 대하는구나라고 진심으로 충고하는데 광고 모델한테 쓸 돈으로 시스템 개선에 좀 써라 이것들아
21697,여행 갈 때 꼭 필요합니다
21698,카톡 상담은 왜 있는 건가요 시간째 연결해준다 하더니 이젠 읽지도 않고 답도 없고 ㅋㅋ
21699,별 한 개도 아깝습니다 여기 어때 광고도 많이 하고 신뢰감 생겨서 오늘 처음 앱을 이용해서 예약했습니다 아침에 예약 후 숙박비가 결제된 카드 내역이 문자가 바로 왔는데 앱에서는 숙박 예약 내역에 존재하는 데이터가 없다고 나옵니다 여기 어때 상담원 와 통화하니 숙박업체에 전화를 해보라고 해서 숙박업체와 통화했는데 예약이 안 되어 있다고 합니다 다시 여기 어때 상담원과 통화했는데 연락드리겠다고 하더니 여태 연락 없습니다 돈은 빠져나갔는데 예약은 된 게 없다고 알아서 취소될 거라는데 그게 무슨 말입니까 어디서 누가 취소를 해주죠 여행 계획을 다시 세워서 어떻게 해야 할지 정해야 하는데 여기어 때와는 연락도 안 됩니다 이번 건 언제 처리될지 한번 지켜보겠습니다 그렇게 광고를 크게 하면서 대처하시는 게 엉망입니다 결제 중에 오류가 날 수는 있다 치지만 하루가 다 가도록 어쩌라는 거죠
21700,오늘 모텔 예약했는데 갑자기 서버 터지면서 결제 건도 자동으로 취소되더니 만 사용한 쿠폰도 안 들어오고 유효기간 내년 월까지 임 상담원과 통화해보려고 시간 날 때마다 번도 넘게 전화해봤는데 통화음 끊는 소리만 들리며 카카오톡 상담은 반응도 없고 짜증 나네요
21701,개판 오 분 전 연락이 안 됨
21702,이 어플이 제 다시는 사용 못 하겠어요 결제까지 완료되고 카드 내역에도 결제된 거로 뜨는데 예약 처리가 안 되어서 확인 위해 카카오톡 상담도 남기고 전화도 몇 통했는데 전화는 끊어버리고 카톡도 읽고 씹어버리네 요 소비자원 쪽에 연락해서 카드 결제 취소하고 앱 삭제해버릴 거예요
21703,이거 뭡니까 점검 이후 상태가 결제만 되고 예약이 안 돼요 환불받아야 하는데 고객센터는 연락도 안 되고 카톡도 답도 없고 뭐 이런
21704,예약은 안 되고 결제만 됐길래 고객센터 문의하려고 전화하니 나 같은 사람이 많은 건지 통화가 시간째 안 됨 진짜 욕 나오고 예약 취소하고 싶은데 설 마 시스템 오류 때문에 이 사태가 벌어진 건데 시간 지났다고 안 해주는 건 아닌지 모르겠네 진짜 그렇게 답변하면 여기어 때 찾아가서 진짜로 다 뒤집어버릴 거임
21705,연락 좀 받으셈 젖히지 말고
21706,어플에서 결제 화면에서 멈추고 결제는 되었다가 취소되었네요 다시 결제했는데 예약 내역에 안 뜨는 데 어플 문제 있나요
21707,여기 어때 고객센터 연결 진짜 어렵고 결재는 되었는데 예약은 안 되어 있고 진짜 최악입니다 다른 분들도 여기어 때 사용하지 마세요 관리가 진짜 엉망입니다
21708,별 점주기도 아깝습니다 평소 여기어 때 어플로 숙소 예약을 많이 했고 정상적으로 오류 없이 즐겼는데 숙소 예약을 하고 예약 확인을 해보니 돈은 빠져나가고 예약은 안 돼있는 겁니다 그래서 수차례 고객센터에 전화해봤는데 중간에 연결이 끊기고 상담사 연결 중이라면서 분 동안 같은 멘트만 지속적으로 나오고 카카오톡 채팅으로 문의했지만 답변도 없고 이게 맞습니까 적이 돈이라고 고객의 문의를 무시하는 겁니까 정말 너무 하네요 다른 어플 이용을 추천드립니다
21709,상담원 계신 거 맞나요 지금 계속 전화해도 안 받으시고 카톡도 해도 답장도 없으신데 뭐 하자는 건지 모르겠네요 그리고 결제만 완료된 상태이고 숙소 예약은 안 돼있던데 뭡니까
21710,예약했는데 내역이 안 뜨는 데 고객센터 연결도 안 됨
21711,서버 관리를 어떻게 하는지 예약 취소 오류떳는 데 고객센터 전화도 안 됨 평점점이 말이 안 된다
21712,절대 쓰지 마세요 결제 중에 앱이 튕겼는데도 결제는 잘 되고 예약은 안 되어 있음 ㅋㅋ 고객센터 전화해도 안 받고 받아도 바로 끊어버림 연예인 수십 명 써서 광고할 돈으로 상담원 늘리거나 앱 유지 보수나 좀 해라ㅡㅡ
21713,앱 문제가 있는데 전화도 안 받고 한참 기다리니 끊어버리고 장난하냐 카톡도 연결 안 되고 취소도 환불도 할 수 없는 오류에서 어쩌라는 거냐 회피하는 건가 아님 먹튀하는 거냐 ㅋㅋ 웃긴 인간들이네
21714,결제 진행 도 중 계속된 로딩 및 오류 오랜 끝에 결제를 성공하였지만 숙박 예약 내역 확인 불가 돈만 인출되고 숙박업체에 문의하니 예약은 안 되어 있다고 함 고객센터 전화채팅 대문의 전부 다 연결 안 되고 있는 중 오늘 이후로 여기어 때 어플은 이용 안 할 것 같네요
21715,왜 시스템 점검이 죠 미리 공지도 없고 기분 안 좋네요
21716,정말 별점도 아까운 앱이네요 앱은 둘째치고 운영이 빵 점입니다 호텔 예약하려고 하니 계속 오류가 나서 고객센터 전화하니 분만에 간신히 통화가 되었는데 앱에 문제가 있으니 다른 앱을 사용하라고 좋아요 앱에 문제가 있을 수는 있죠 근데 그러면 보통은 공지를 띄우는 게 순서죠 우리 앱이 지금 문제가 있다 죄송하다 빨리 복구하겠다 등등 기본 아닙니까 이런 기본도 안 되어 있는 운영을 하면서 TV 광고만 돈 들여서 한다고 다가 아니라는 걸 아셨으면 좋겠네요 굉장히 실망이고 요원하시는 대로 다른 플랫폼으로 가겠습니다
21717,여기 어때 지금 사용하면 오류 엄청 떠요 고객센터 연결도 원활하지 않고 결제를 했는데 쿠폰 받은 것도 없어지네요
21718,예약 창의 안 들어가집니다
21719,렉 없 청 걸리고 결제도 안 되고 경고 창만 뜹니다
21720,선착순 할인 시간 맞춰서 들어갔는데 한 번은 예약상에서 서비스 상태가 원활하지 않다 하구 겨우 넘어가서 할인받고 결제하려니 또 서비스 상태가 원활하지 않다고 결제도 안 되네 여분 동안 반복하다가 겨우 예약창 넘어가지더라고요 참
21721,버그로 로그인이 아예 안 눌림
21722,예약한 지분 뒤 취소 환불하려니 시간 초과로 안 된다고 ᄏᄏᄏᄏᄏᄏᄏ 너네끼리 때 부자 해 x 드세요 취소 안 되는 이유는 업체 여기 때 반반 나눠먹기 때 돈 벌겠네요 앱 다시는 쓸 일 없을 듯 삭제 px 댓글 답변도 채팅 상담도 ai가 합니다 같은 말 같은 대답만 돌아옵니다 야 x자로 갈아타세요 거긴 언제든 취소 수수료 어느 정도 떼 고환 불다 해줍니다 이 딴 어플 욕할 악플 달같이 도 없을 듯합니다
21723,여기 어때 너무 좋고 편리합니 다 혜택도 엄청 많고 쿠폰도 있고 이벤트도 많아서 좋습니다 자주 애용하고 있어요 앞으로도 잘 이용하겠습니다 파이팅
21724,이걸로 예약하면 거지 같은 방줍니다 ㅋㅋ
21725,객실 사진에 화장실 샤워시설에 대한 사진은 전혀 없네 요 객실 옵션에 샤워 욕 조비 데 항목도 있으면 좋겠어요
21726,예약하고 결제한 날짜에 이미 다른 예약이 있다고 취소된 게 한두 번이 아님이 미 예약이 불가능하면 아예 선택을 못하게 띄워 놀 것
21727,역시 어때는 최고의 숙박 어플입니다
21728,절 때 쓰지 마세 요 입실 후 조건이 맞지 않아 숙박업체 측하고 얘기 후 고객센터 문의해도 취소 시간 다 지나서 세 시간 후에 연락 오고 숙박 여부와 관련 없이 취소 불가능하다고 통보만 합니다 다른 앱 쓰세요 개 쓰레깁니 다 진짜 기분 더럽네요
21729,선택 폭이 좀 작네요
21730,영수증 출력하기가 너무 어려운 사이트 한 번 예약하고 지웠어요
21731,여행지 내 숙박업소를 예약했던 고입니다 물론 숙박시설 자체가 미성년자라면 잘 안 받는다는 사실은 잘 알고 있습니다 하지만 회원가입을 할 때 구글이나 카카오톡과 같은 플랫폼으로도 한 번에 가입이 되었고 저희는 만세에 다들 생일도 지나 있었던 상황이었던지라 가능하구나 싶어 예약을 했더니 곧바로 예약 처리가 되었습니다 전 여기서 묻고 싶습니다 아무리 생일이 다 지난 만세여도 성년이 되기 전까지는 숙박 자체가 불가능한데 왜 여기 어때 측에서는 예약 과정에서 아무런 경고나 규제 조치를 하지 않나 요 숙박하는 것 자체에 대한 의문을 가지고 호텔 측과 연락해 더 정확히 알아보지 않은 저희의 잘못도 있지만 여기어 때에서 단 한차례의 경고나 규제사항도 없이 돈만 있으면 무조건적으로 예약을 하게끔 만든 것도 충분히 잘못한 것이라고 봅니다 앞으로 다시는 앱 만들지 않았으면 좋겠네요
21732,결제가 쉽네요
21733,부득이하게 일전에 취소해야 할 일이 생겼는데 같은 상품 같은 가격 숙소가 경쟁업체인 야는 예약 당일 시까지 전액 환불 가능한 반면 여기는 내부 규정상 결제 후 시간 뒤부터 환불 불가하다고 하네요 다른 상품은 어떤지 모르겠지만 잘 비교해보고 결제하시기 바랍니다 환불 규정을 잘 안본 건 분명 제 잘못이지만 저는 이제 이건 안 쓸 것 같네요
21734,장바구니 기능 넣어주세요
21735,편하게 저렴하고 좋은 숙소를 알아볼 수 있어서 좋아요
21736,엘리트 혜택이 형편없는 생색내기 장점 없는 무능한 서비스
21737,회원가입 안 해도 예약할 수 있어 좋았어요
21738,시간 전에 대실 예약을 했는데 숙박 손님에게 방을 줘서 방이 없다고 함 고객센터에 문의하니 취소만 도와줄 수 있고 업주에게 아무런 조치를 할 수 없다고 함어 주가 맘대로 할 수 있는 앱인 거 같음
21739,타 어플보다 최근 이용이 높네요
21740,광고에 집중하기 전에 앱 서비스 개선이나 하시길
21741,이름이 비슷해서 잘못 예약하고 다시 원래 묵고 있던 숙소 예약했음에도 불구하고 절대 취소 안 해주는 건 너무 융통성이 없네요 ㅋㅋ 시간 지나서 취소도 안 돼 고기 분만 나빠지는 규정 기존 고객 관리도 잘 하셔야 죠 ㅋㅋ
21742,여기 어때 이제 시작입니다 이 대가 커 조별 다섯 개 설렘
21743,굿 여기 야 난 여기 어때 영 최고임
21744,좋은 정보 유익한 정보
21745,가끔 지방 출장 시 여기 어때를 통해 숙박 예약을 하는데 국내 최대 숙박시설과 예약이 쉽고 믿고 이용할 수 있습니다 특히 가맹점 사장님들이 모두 친절하고 고객의 소리를 경청해서 불만사항을 즉각 해소합니다 내일은 포항 G 호텔에서 좋은 추억 남기고 솔직한 평가 올리겠습니다
21746,딴 데보다 저렴하게 예약했어요
21747,대체 왜 예약되는 곳필터 걸어서 예약 가능한 곳 찾아서 예약하면 이미 예약되어 있다고 환불이 되는 건지 그럴 거면 애초에 예약 가능한 상품으로 올려놓지 말든가 몇 번째 취소당하니까 어이가 없네요
21748,상품에 비해 가격이 저렴하고 예약이 간편해서 좋습니다
21749,전에도 가입하고 번 이용했는데 처음으로 나오네요
21750,할인 예약 기능에 충실합니다
21751,티켓 날짜를 잘못 설정해서 구매하자마자 취소를 눌렀지만 취소가 되지 않습니다 업체에서 확인 후 취소된다고 며칠 걸린다 하는 게 어이가 없습니다 날짜 변경도 안 되고 심지어 할인 쿠폰을 사용했는데 취소해도 재사용은 불가하다고 합니다 고객센터에 전화해도 해줄 수 있는 게 아무것도 없고 시스템이 엉망입니다 구매할 때 실수해서는 절대 안 되는 시스템 사용하고 싶지 않은 정도네요
21752,앞으로 잘 활용해 볼게요
21753,좋아요 가격도 할인 많이 해줘요
21754,몇 년간 타 숙박 앱 안 쓰고 꾸준히 여기 어때 앱을 사용해왔던 엘리트 유저입니다 업데이트 이후인지는 모르겠는데 예전에 찜 해놓았던 목록을 보려고 스크롤 해 내리면 일정 구간 이후로는 설정한 인원이 사용 가능한 숙소가 없다며 오류 화면이 뜹니다 밑에 리뷰 보니 저 말고도 다른 분도 이런 오류가 있는 거 같은데 고객센터에 문의드렸더니 말 그대로 설정 인원이 맞지 않아 뜨는 화면이라는 답변을 받았고 카카오톡 상담원 문의는 연결조차 되지 않네요 해외여행이니 뭐니 카테고리 추가하고 영 역 넓히기 전에 기본적인 앱 오류 관리부터 바로잡아주셨으면 좋겠습니다
21755,예약이 편해요
21756,여기 어때 사용을 추천하지 않습니다 고객에게 불리한 조항밖에 없네요 숙박 일정 및 결제 조율이 자유롭지 않은 데다 관련 조항 고지도 제대로 되어 있지 않습니다 업주들이야 놀자를 욕하는 이유를 알았습니다 과도한 수수료는 개소리고 업주 편의를 안 봐줘서 그런 거였습니다 여기 어때는 업주 편의만을 봐주네요 저라면 다른 서비스를 이용하겠습니다
21757,왜 태블릿에선 연결이 안 되나요 갤럭시 태블릿 se를 사용 중인데 play 스토어에선 검색이 안 되고 또 어찌어찌하다 넘어가면 이기기 와는 호환이 안 된다고 하고 뭔 문제가 있는 건가요
21758,와 너무 편하고 좋네요 진짜 강추합니다
21759,해외 숙소 예약 관련해서 문의 시 해외 숙소 담당자가 아는 게 없음 답변기 다리는 데 만일 걸린다고 함이 그마저도 답변 안 옴 기다렸더니 직접 해외 숙소에 문의하라고 거기 메일 주소 하나 보내줌
21760,내가 코로나 이 전부터 이용해왔고 현재도 이용하고 있는 유저임 하루에 한 번 뽑을 수 있는 도전 뽑기는 원 말고 다른 거 한번 쳐 나온 적 없음 진 심 레알 원만 나왔음 코로나가 터진 지 어느덧 년 년에 주 매주 회 연기 어때 이용만 원씩만 따져도 돈이 얼만데 혜택은 하나 없고 엘리트라는 등급을 주면 머 하냐 개 쓸 따리 없는 등급 탈퇴하러 간 다야 놀자 쓰 셈 거긴 등 급 혜택이랑 간간이 포인트라도 터지지 여긴 진심 아니다 하여 년 동안 꾸준히 쓴 유저가 똑같이 당하지 말라고 쓴다
21761,예약하기 편하고 너무 좋아요
21762,사용에는 문제가 없는데 숙박시설 사진에는 속지 맙시다 ㅋㅋㅋ
21763,앱은 좋은데 자꾸 찜목록 보려니까 내리다 보면 설정하신 인원이 이용 가능한 숙소가 없다면서 자꾸 안 뜨네요 이거 뭐 죠 예전에 찜해 놨던 곳 찾고 싶은데 하
21764,국내 여행에도 잘 이용하고 있습니다
21765,서비스 정책이 맘에 안 듦 업데이트는 무슨 수시로 하는데 바뀌는 게 없음
21766,처음으로 ㅈ가입하고 ㅈ가 봅니다 기대 완전
21767,내가 원하는 가격대와 옵션 등을 확인할 수 있고 일반적으로 예약하는 거랑 달리 이 앱을 쓰면서 유용한 쪽으로 알아볼 수 있어 좋았습니다
21768,편리하고 저렴하게 이용 가능해서 좋아요
21769,조어 요요ㅛ요
21770,보기 편하고 좋습니다
21771,탈퇴합시다 숙박업소 사진 과장되게 찍어놓고 사진과 현실이 다른 점은 책임질 수 없다 함 직원들도 숙박업소와의 문제일 뿐이라고 교육받음야 놀자랑 너무 비교됨
21772,취소가 번겁롭긴 하지만 잘 이용하고 있습니다
21773,이건 뭐 한 시간 전에 결재 후 바로 취소해도 환불 수수료 심지어 펜션 이틀 전인데도 취소 수수료에 할인 쿠폰까지 동일 수수료 받음 편 선주인한테 얼마 주나니까 영업내용이라 알려주지 못한 다함 주말여행 망치기 싫어 여행 후 문의했는데 아 짜증 환불 정책도 정도껏 해야지 후기 안 적는데 일부 러 시간 내서 적어봅니다 올해 최악입니다
21774,간편하게 여행 예약을 할 수 있어서 아주 좋아요
21775,요즘 입점되어 있는 속박 업체가 많아서 자주 이용하게 되네요 아주 좋아요
21776,다른데 보다처럼 하고 좋아요
21777,첫 사용 어떨지 설레네 요 좋은 추억 만들 수 있길 기대해요
21778,개선 요청 필터 숙박 예약 가능만 보기로 체크하면 다른 조건으로 검색해도 초기화 안 되게 해주세요 다른 사용자들도 불편할 거 같습니다
21779,너무 편하고 좋아요 미리 쓰레기 같은 숙박업소 피할 수 있어서도 좋은 것 같음
21780,원하는 곳 한눈에 볼 수 있어 최고예요
21781,얘들 맨날 열심히 만들었다고 어필하는 게 좀 귀여움
21782,평이 왜 이렇게 안 좋은가요 예전에 잘 썼던 어플 같은데 운영이 안 좋은 걸 누가 사용하려 하나요 내가 피해 보고 손해 보는 건 누구든 매한가지 싫은 건데 여행 준비하며 어플 사용 정리하려다 평보고 삭제하겠습니다 번창하세요
21783,다양성 신속성 굿
21784,전국의 숙소를 저렴한 가격에 쉽게 예약할 수 있어서 강추합니다
21785,편안하게 좋아요
21786,여행은 무조건 여기어 때
21787,할인제일 많이 되고 이벤트도 제일 많이 하네요
21788,이제부터 여행 gogogo
21789,업데이트하고 나서 검색 기능도 안됨 예전 휴대폰이라 그런 건지 불편해서 다른 어플로 갈아탑니다
21790,이어 플로 숙소 잡는 더 리뷰가 정확해서 안심된다
21791,지역을 검색해서 인근 모텔 확인하려고 하는데 그게 안 되네요 상세주소로 해도 모텔이 없다고 하고 서울만 뜨네요
21792,최악 항공 숙박 패키지 결제했는데 미리 준비도 안 하고 이벤트 풀어놓은 건지 연락해보니 방이 없대 연락 준다면서 주지도 않고 한참 기다렸다 전화하니 고객 전화기 다렸다고 후 결국 취소 근데 계속 이벤트는 뜸 진짜 확보하지도 않았으면서 먼저 풀지 마세요 진짜 여행으로 이곳 비추합니다 여기서 알아보고 결제해봤자 물량 없어서 물거품 됩니다 다른 데서 알아보세요
21793,월일 오후 시경 여기 어때를 통해서 숙소 예약 월일 오후 시경 숙소에서 연락 오셔서 방 없다고 숙소 취소 요청함 저는 분명히 방이 남아 있어서 여기 어때를 통해서 숙소 예약을 하고 결제도 다했는데 어이가 없어서 여기어 때 고객센터 전화하니까 여기 어때 고객센터에 숙소에 방이 없다고 연락이 왔다고 이야기하니까 손님보다는 숙소 편에서 예약 취소해준다고 함 그래서 저는 기업 회원이면서 여기 어때 VIP 등급이지만 야 놀자 갑니다
21794,토시오 전 시 예약 할인된다고 되어 있는데 적용 안 되네 요시 되는 순간에 번 시도하고 댓글 답니다
21795,사용하기도 편하고 할인도 잘 돼서 시용하고 있습니다
21796,당일 취소는 환불도 안 되는 그런 개 같은 걸 누가 만들었을까
21797,그냥 어떻게 이런 그 지 같은 앱이 있나 싶음야 놀자랑 비슷하겠지 하는 마음으로 들어갔다 낭패봄 취소 불가 숙소 거르고 예약해야 함정 때 취소 안됨일 전에 취소해도 안 됨
21798,지도로 숙박 원하는 곳 지역을 정할 수 있는 게 너무 좋네요
