date,date,content
14123,14123,이벤트라 하면서 친구 초대하면 쿠폰 준다더니 초대 링크 타고 앱 깔고 가입하면 아무것도 안 줌 상술 오집니다 당해버림
14124,14124,예약 내역에서 항공권 시간 표시 좀 해주세요 너무 불편하네 진짜
14125,14125,앱이 계속 중단돼요
14126,14126,비행기 표 사느라 들어왔었는데 다른 것들도 많아서 잘 이용했습니다 호텔이랑 렌터카랑 액티비티랑 한 번에 다 해결해버렸네요
14127,14127,앱에서는 회원가입이 안되는 건가요 에러 메시지도 없이 회째 다음 단계로 넘어가질 않네요
14128,14128,앱 안정성이 너무 떨어져요 푸시 받고 들어가면 항상 앱 멈추고 버벅거립니다 트래픽 이슈가 있는 거 같은데 이런 식이면 애초 상품도 살펴보지도 못하고 계속 꺼버리고 아예 안 들어오게 되네요 계속 이러면 앱 삭제할듯하네요
14129,14129,결제 오류 어쩔
14130,14130,한 번은 꼭 가볼 곳
14131,14131,로그인했는데 항공권 예약 확인하려 네 로그인 또 하라고 나옴 앱 내에서 인증 문제가 있는 것 같습니다 긴급 배포해 주세요 아무것도 확인이 안 돼요
14132,14132,제주여행 중 제일 좋아했음
14133,14133,회원가입부터 어렵네요 카톡 연동하면 화면이 까맣게만 되고 카톡 채널 수신은 잘만 되고 그래서 그냥 회원가입하려니까 다 입력하고 버튼 눌렀는데 아무 반응도 없어요 쓰지 말란 거죠
14134,14134,현재 갤럭시노트 플러스가 안 들어가지고 있습니다 확인 요청
14135,14135,정말 좋습니다
14136,14136,쿠폰 이용하여 저렴하게 잘 이용했습니다
14137,14137,좋습니다 재방문 의사 있어요
14138,14138,항공권 예매하면서 숙박업소도 같이 예매하려고 보는데 얼마나 장난질을 치는 지만원 할인한다고 되어 있는데 막상 들어가면 할인 전혀 없습니다 신라호텔 만 원 할인받으면 마이너스권 뜨네요 호텔 묵고 천 원씩 받아 가세요 명확한 가격정보가 없으니 숙박비용 비교가 절대 불가합니다
14139,14139,족같네영예약했는데방없다고일방적으로취소함개구림일정틀어져서승질나뒤져가는중
14140,14140,최고의 도슨트
14141,14141,아직 사용해보지는 않았지만 그냥 둘러보기만 해도 감동 그 자체여서 살면서 처음으로 스토어에 댓글 써봐요 여러분들이 앱 쓰지 마요 나 혼자 쓰고 싶으니까
14142,14142,너무 편리하고 좋습니다 여행 갈 때 필요한 모든 걸 가지고 있어요
14143,14143,가성 지갑입니다
14144,14144, 잘 사용 중
14145,14145,코로나로 인해 여행 가기 어려워서 다운로드하고 보고 있는 중에 새로이 그 나라에서 거주하시는 분들 라이브 하시는 걸 하길래 예매해서 보았습니다 이런 거 신청해서 보는 걸 추천드릴게요 진짜 잘 보고 왔습니다
14146,14146,저렴하니 좋음
14147,14147,알차고 유익합니다 코로나 시대 새로운 마케팅 여행계의 발전 기대합니다
14148,14148,제주도에 패러글라이딩 체험상품도 있으면 좋겠어요
14149,14149,가입 시 마케팅 수신 거절 불가 네이버로 가입 시 진행 불가
14150,14150,편안하게 여행코스를 선택할 수 있어서 좋았어요
14151,14151,숙소가 너무 종류가 적어요
14152,14152,회원가입도 안되고 에러 나고 엉망이네요
14153,14153,여행 갈 때 무조건 먼저 들를듯해요 자주 올게요
14154,14154,여행부터 다양한 액티비티 맛 집까지만 능
14155,14155,제주여행에서 너무 사용하기 좋았어요 항공권부터 박물관 등 여러모로 사용 잘했어 요다음 여행 때도 많이 찾아볼 거 같아요
14156,14156,포인트를 안 줘서 아쉽네요 다른 데보다 비행깃값이 싸고 편리해서 자주 이용합니다
14157,14157,현지에서 응대가 실시간이라 정말 안심이 되었어요
14158,14158,편하고 좋아요
14159,14159,쿠폰 적용은 어디로
14160,14160,이 시국에 국내 투어 상품 늘려줘서 고맙습니다
14161,14161,여행 할인쿠폰 등 좋은 게 많아요
14162,14162,편리하게 이용할 수 있어요 굿
14163,14163,하루 전 구매하고 여행 잘 다녀왔어요
14164,14164,휴가철 필수 앱
14165,14165,다양한 목적에 맞춘 여행 프로그램이 있다
14166,14166,비행기 정렬 통해 시간대 가격대별로 볼 수 있는 점과 후기도 많아 이용에 많은 도움을 받았습니다
14167,14167,구성비를 부스트 업해주는 어플입니다
14168,14168,저렴하게 구매해서 잘 다녀왔습니다
14169,14169,괜찮네요 아주 좋았어요
14170,14170,괜찮은 앱 같아요 할인이 많이 서 좋네요
14171,14171,편리하고 좋아요
14172,14172,잘 쓰고 있어요 늘
14173,14173,데일리투어같이자유여행자인데외곽지역같이혼자가기어려울때너무편리하고좋아요
14174,14174,n년째사용중여행다닐때필수앱
14175,14175,여행 계획할 때 일단 켜고 시작하는 앱 해외여행만 되는 줄 알았더니 우리나라 여행상품도 많네요 제주도 갈 때 유용하게 잘 썼어요
14176,14176,굿 뜨여 행시 필수
14177,14177,신행도 여름휴가도 마이리얼트립과 함께하고 있습니다
14178,14178,좋습니다 
14179,14179,참고할 점이 있는 어플
14180,14180,조여 여여
14181,14181,만족스러운 여행하고 있습니다
14182,14182,싸게 이용하게 좋습니다
14183,14183,여행도 취미도 다 만족을 주는 안내자
14184,14184,환불 정책에 대한 설명도 잘려있고 대응도 느리네요 환불을 신청했으면 환불 신청 중이라는 표기도 없이 예약취소라고 뜨고 관리도 안 되고 피드백도 느려요
14185,14185,사용해보니 편리하고 보다 싸게 이용할 수 있어서 좋습니다
14186,14186,제주도 여행에서 가장 좋은 앱
14187,14187,싸고 정말 좋은 상품들이 많음
14188,14188,저럄한가격의상품들이잘배치되어있는것같습니다
14189,14189,찜카대박입니다
14190,14190,입장권할인굳굳
14191,14191,좋아요 저렴하게 잘 이용하고 있어요
14192,14192,여러모로 좋은 투어나 티켓으로 편하게 사용하고 있습니다
14193,14193,이걸로 여행 많이 다녀요 너무 좋아요 할인쿠폰도 많고 비행기도 여기서 하면 수화물 추가 무료인 것도 있어요
14194,14194,최저가 이용 굿 b
14195,14195,편하게 이용할 수 있어요
14196,14196,서비스는 좋은데 UI가 매우 불편함다
14197,14197,항상 믿고 애용하는 마리트
14198,14198,좋았어요 저렴한 가격에 여행 잘했습니다
14199,14199,서비스가 정말 별로네요
14200,14200,괜찮네요귣귣귣
14201,14201,관람할 때 할인권 있으면 완전 혜택받는 느낌적인 느낌
14202,14202,여행정보보다는 티켓 구매 예약용 앱 전체적으로 선택 풀이나 정보가 아직 부실함
14203,14203,제주도 여행 렌터카 할인권 구매했는데 아주 만족스럽습니다 사업번창하세요
14204,14204,할인되고 좋아요
14205,14205,앱 잘 사용하고 있습니다 국내여행상품도 많아져서 식사권 구입하기에 편리해요
14206,14206,여행 짜기 좋아요 코로나 잘 버티고 다시 좋은 날 오기를
14207,14207,좋은 어플인 듯
14208,14208,헐 앱 사용하려니 회원가입에서 계속 에러 가기가 막히네
14209,14209,편하게 저렴하게 잘 다냐 옴
14210,14210,이제라도 가입할 수 있어 행복해요
14211,14211,동의한 적 없는 알림을 멋대로 카카오톡으로 송출합니다
14212,14212,믿고쓰는마리트믿쓰마몇년째투어예약할때잘쓰고있어요요즘에항공권도나왔는데비행기는작년에번예약했습니다코로나로든시기일텐데화이팅하시고번창하세요
14213,14213,여행하는데도 알려주고 너무 좋아요
14214,14214,편리하고 좋은 느낌
14215,14215,가격이 그렇게 많이 저렴한 것 같지는 않아요 특히 호텔이나 항공권은 타 앤이 더 저렴한 게 많습니다 그래서 전 투어 프로그램만 사용합니다 그게 좀 아쉽네요
14216,14216,믿고 깔아야 하는 마리트
14217,14217,거짓말에 떠넘기기까지 정말 억울하네요 무통장입금했고 현금영수증 발행 요청드렸는데 일이라는 시간이 지났습니다 아직 미발행 상태이고요 월일 첫 번째 마이리얼과 통화 때 본사에서 직접 처리할 것이라며 기다리라고 해서 기다렸으나 홈택스에선 확인이 되지 않습니다 월일 통화했을 때 이미 월일에 요청 완료되었고 처리될 거라고 하셨습니다 하지만 분 후 다시 연락 주셔서 레저 큐라는 업체에 직접 요청해야 한다고 합니다 뭐지요 월일에 이미 현금영수증 신청 완료되었다고 하셨는데 이제 와서 제가 다시 신청해야 한다는 말은 신청도 안 하셨는데 신청했다고 거짓말하신 거고 제가 또 직접 하라는 건 뭔지요 어찌 됐든 해당 업체에 전화했더니 끊어줄 수 없다 마 이 리얼트립에 다시 전화해라도 대체 누구랑 통화를 해야 현금영수증 받을 수 있는 겁니까 고작 현금영수증 때문에 제 아까운 시간 에너지가 낭비되고 있습니다 조속한 해결 부탁드립니다
14218,14218,최악 전화연결도 잘 안되고 서비스도 별로 다시 이용 안 함
14219,14219,거지 같은 광고
14220,14220,할인쿠폰을 마다할 사람은 없죠
14221,14221,마이리얼트립을 통해 편안하게 예약하여 싱가포르 여행 즐길 수 있었네요 예약은 선택이 아닌 필수
14222,14222,편리한 관광이었습니다
14223,14223,잘 쓰고 있어요
14224,14224,여행에 큰 도움이 되었습니다
14225,14225,코로나로 인 해결한 된 거 처리하는데 뭐가 그리 복잡하고 든지 항공편 확인해서 해당 편에 약된 고객은 자동 취소나 처리해주던가 메일에는 일내 회신 준다고 했으나 묵묵부답 항공뿐만 아니라 투어 예약도 일이라 해놓고 아직도 회신이 없고 지연되면 지연된다 문자 나메크로라도 돌리는 게 정상 아닌가요 환불 접수는 또 오후 시까지만이라고 하고 전화 대기 타다 응대가 지연된다면서 자동 종료되고 채팅상담하라고 하고 채팅상담은 뭐 빠른가 채팅도 기다리다가 시간을 기다려도 답이 안 와서 화나서 종료하고 어플로 간단하게 접수 하나 처리 안되고 결항 확인서 파일 첨부하려 해도 첨부도 안 되고 버튼 인식을 못 하던데요 저의 첫 해외여행 준비를 이 어플을 통해했으나 정말 상황적인 부분 다 고려해도 복잡한 절차와 프로세스는 정말 불편해서 사용하고 싶지 않을 정도임
14226,14226,마이리얼트립과 함께하면 여행이 더욱 특별해집니다
14227,14227,자유여행에 무척 유용하게 쓰고 있습니다
14228,14228,좋아요 유용해요
14229,14229,여행 관련 상품들 타시 아트에 비해 저렴하네요
14230,14230,해외 자유여행가 신분에게 꿀 어플입니다 주요 도시 당일 투어 근교 투어 교통 볼거리 등을 이어 프로에서 쉽게 해결 가능합니다 그것도 저렴한 가격으로 유럽 출장 갈 때마다 이용하는데 정말 필수 어플입니다
14231,14231,해외에서 잘 써먹었음
14232,14232,여행은 마이리얼트립과 함께 가 필수입니다 가이드 및 티켓 추천 잘되고 좋아요
14233,14233,사용하기 편리고 현지에서 잘 사용했습니다
14234,14234,다양한 티켓 및 가이드 투어 등 활용도 높아요
14235,14235,여행할 때 필요한 앱입니다
14236,14236,좋은 투어 상품이 많아요 여행 가서 투어는 꼭 마이리얼트립에서 신청합니다
14237,14237,동서 가족여행 코로나 때문에 우리 막내 동서 불참인 가운데 다녀왔던 그리스 여행 출발 전 설렘보다 걱정 반 두려움 반으로 시작된 아테네 여행 첫날 서니 온 곶을 시작으로 박일 델피 및 메테 오라 고린도와 아테네 시내투어 가는 곳곳마다 해박한 지식으로 자세한 설명과 좋은 추억을 남길 수 있도록 포인트는 잡아서 찍어주시는 수많은 사진들이 모두 가이드님 덕분입니다 마지막 날 공항까지 픽업해주신 거 예 대해 감사드리고 가이드님 덕에 좋은 여행 마치고 무사히 귀국하였습니다 다시 한번 감사드립니다
14238,14238,사용 잘하고 있습니다
14239,14239,앱 좋습니다 이용방법도 편합니다 사업번창하세요
14240,14240,여러 액티비티를 한곳에서 볼 수 있어서 편함
14241,14241,여행할 때 정말 필요한 앱
14242,14242,아주 유용하게 쓰고 있어요 특히 한인 민박 예약할 때 최고네요
14243,14243,앱 전용 할인쿠폰과 유용성이 짱입니다
14244,14244,편리한 앱 좋은 여행 좋은 가이드 선택 다 좋았습니다
14245,14245,숙소부터 투어까지 여러모로 유용한 앱이라고 생각합니다
14246,14246,빠르고 편리해요
14247,14247,사용하기 편합니다
14248,14248,얻을 가든 자유여행자들에게는 필수 앱입니다
14249,14249,다른 투어보다 나라별 범용성이 높다
14250,14250,여행 중 알차게 잘 이용했어요
14251,14251,최고의 플랫폼
14252,14252,자유여행 필수 템이에요
14253,14253,친구랑 여행 가려고 항공권 예매하고 시간 안으로 바로 결제했는데 다음날 결제 취소가 완료되었다고 뜨고 전화했더니 전화는 남는 상담원 없다고 몇 시간째 안 받고 상담으로 왜 취소되었냐고 하니까 결제 기간 지나서라고 답변이 오질 않나 시간 안으로 했다고 말하니까 말 바꾸면서 자카르로 해서 그런 것 같다고 하질 않나 대체 뭐 하자는 건지
14254,14254,말이 필요 없는 최고의 여행 앱
14255,14255,예약하기 편하고 가이드 번 신청했는데 모두 만족스러웠습니다
14256,14256,자유여행 시 아주 유용해요
14257,14257,편리하고 유용합니다
14258,14258,항공은 모르겠고 어 트랙션 같은 거 예약할 때 엄청 편리함
14259,14259,아주 좋아요 괌 사이판 다녀왔어요 재미있는 액티비티가 많아요 아주 좋았습니다
14260,14260,사용하기 편함
14261,14261,편하게 예약하고 후기도 잘 볼 수 있고 할인도 있어서 좋아요
14262,14262,여행의 거의 대부분은 가이드를 어떤 사람 만나는냐가 좌우하는데 요긴 굳
14263,14263,가성 비갑 편리하고 좋아요
14264,14264,글보다 훨씬 내용 많음
14265,14265,없으면 안 늼
14266,14266,자유여행 다니다 현지 투어 진행하기에는 최고인 듯
14267,14267,혼자 여행 가거나 출장 가서 하루 정도 여유가 있을 때 패키지여행의 장점인 가이드 부분 동행으로 여행을 즐길 수 있다 인기 여행지 정보와 구하기이든 티켓도 예약할 수 있어 여행자에게 정말 편리한 앱이다
14268,14268,전날 열두 시간 전 예약이라 걱정했는데 바로 연락되었어요
14269,14269,국내여행 티켓 구매도 쉽게 잘 사용했습니다 좋은 어플이에요
14270,14270,굳이 앱이 편리하진 않아요
14271,14271,좋습니다 이용하기도 편하고 검색도 편하고 다른 데랑 가격비교해도 나쁘지 않은 것 같음
14272,14272,대박 여행 필수 앱
14273,14273,여행 계획 필수 어플 굿
14274,14274,여행 다니면서 이것저것 할 것 찾아보고 예약하기 좋습니다
14275,14275,너무 편하고 좋아요
14276,14276,평점이 좋은 현지 투어들을 즐겨 이용 합네 다 후기를 바탕으로 선택한다면 실패가 거의 없을 것 같네요
14277,14277,예약하고 다니기 좋습니다 매번 여행 때마다 이용하는데 한 번도 실망한 적이 없네요 문의사항을 메시지나 채팅으로 이용할 수 있었으면 좋겠습니다
14278,14278,하나투어도 수수료만 원인데 항공권 수수료 만 원처 받음
14279,14279,포켓와이파이하나빌리고결제했는데예약확인하라고하고어플깔게만들어놓습니까그냥공항에찾아갈수있는부스위치만알려주면될것을사용자들한테계속이런그림자노동시키면결국다등돌릴겁니다두고보싶시요
14280,14280,여행 갈 때 유용해요
14281,14281,유럽여행에 이 앱 없으면 무척 어려웠을 듯 편하고 저렴하고 세상 편합니다
14282,14282,항공 시간 바뀐 거 환불 수수료 먹임
14283,14283,쓰기 나름이지만 보통 투어는 여기서 다하고 다닌 듯
14284,14284,여행 시 필요한 물품 구입이 간편함
14285,14285,요새 여행 다니기 너무 좋아졌습니다 여행 가기 전에 마이리얼트립으로 필요한 투어 티켓 다 예약할 수 있고 실시간으로 관리되니 너무 편리합니다
14286,14286,엔간한 수수료 덧붙이는 다른 곳에 비해 나쁘지 않음
14287,14287,민박집 최고였어요
14288,14288,좋은 트립들 많아요
14289,14289,편하고 좋아요
14290,14290,여행계의 배만 요기요 선택의 폭도 넓었고 투어도 모두 만적했네요
14291,14291,좋네요 세세하고 사용했던 여행 어플 중 최고입니다
14292,14292,안내해주는 투어 개수가 적은 게 흠이다
14293,14293,해외여행에 동반자
14294,14294,여러 가지가 성비 좋은 투어가 준비되어 있어요
14295,14295,좋은 상품들 많아요 굿
14296,14296,편리하고 가 성비 좋아요
14297,14297,알아보기 귀찮을 때 이용하면 편합니다
14298,14298,초심을 잃은 듯
14299,14299,편하고 좋아요
14300,14300,비교할 수 있어 좋음
14301,14301,여행 계획 짜기 귀찮으면
14302,14302,여행 때마다 마 이 리얼트립에서 투어 나와 이파리 도시락 등등 구매하는데 항상 문제없이 잘 이용합니다 보기도 쉽게 되어있고 제일 편해요 다녀온 곳 기록도 돼서 좋은 것 같아요 앞으로도 이용할게요
14303,14303,홀로 여행 갈 때는 마 이 리얼트립 투어부터 검색해요 혼자서는 미처 몰랐던 숨겨진 이야기 가이드님들 통해서 많이 얻어 갑니다 친구들에게도 늘 추천해요
14304,14304,축구직관만원여기서결제했거결제완료도되서비행기표도예매했는데하루후에취소표시날라오네비행기취소수수료만만이네요호텔수스료도합하면꽤될텐데이거믈어주지도않을거같은데이거까시는분들은다시생각해보세요걍되도력이면깔지마세요
14305,14305,티켓 싸게 사서 아이들과 즐겁게 봤어요
14306,14306,여행정보를 얻기가 좋아요
14307,14307,투어들을 비교해서 고를 수 있어서 편리해요
14308,14308,진행자들은 매우 professional 합니다 전체 여행 일정 중 여행 첫날 또는 둘째 날 참여로 여행지를 보다 빠르고 제대로 이해할 수 있습니다 너무 훌륭한 앱입니다 감사합니다
14309,14309,여행 갈 때 참고됨
14310,14310,저렴함 투어 티켓
14311,14311,다양한 여행상품과 서비스에 매우 만족합니다
14312,14312,다 좋은데 환불 정책 넘나 가혹한 것
14313,14313,프로페셔널한 분들과의 안전한 연결 고리마 이 리얼트립 추천합니다
14314,14314,유럽여행의 필수 앱인 듯
14315,14315,최고 가이드 소개 앱
14316,14316,자유여행에 최적화된 앱인 듯
14317,14317,냐짱 빈펄 예약했는데 가격은 비슷해요 그런데 대기 없이 바로 들어간다는 장점이 있네요
14318,14318,지역별로 투어를 검색하기 쉽고 편해요 신뢰할만합니다
14319,14319,타어 플에 비해 다소 비쌈 단 어플 내 상담창구 친절하고 답 빠름
14320,14320,편리하고 좋습니다 앞으로도 자주 이용하겠습니다
14321,14321,투어나표픽드답등다양합니다후기도믿을만
14322,14322,너무 좋은 앱이에요
14323,14323,개인적으로 여행 앱 중에서 가장 맘에 들어요
14324,14324,편하고 괜찮은데 현장 결제도 했으면 하는 마음
14325,14325,예약까진 편하고 좋습니다 다만 항공기 연착으로 현지 공항에 도착하자마자 현지 픽업 업체에 바뀐 시간으로 알려달라고 요청했더니 현지 업체 이메일하고 전화번호를 주고 직접 연락하라고 하셔서 당황스러웠고 무책임한 응대였습니다
14326,14326,최악의 마이리얼트립 첫 경험 공연 티켓 좌석 시간대 옵션이 구매 때 표기되지 않아요 앱 오류가 나도 고객 탓일 듯요 가족 시 B 좌석 성수기라 만 원이나 되었는데 최종결제 전인데 날짜만 나오는 게 이상해서 구매확정 상품이라 되돌아가서 옵션을 세 번이나 확인하고 결제했는데 바우처가 구매하려던 시간대가 아니더라고요 오류라고 확신하고 즉시 고객센터에 구매하려던 옵션이 아니라고 설명했지만 교환도 환불도 답을 주지 못하고 엉망진창 대응이었습니다 결국 두 시간 이후 공연이었지만 기다려 달라 확인 중이다 반복만 결국 공연은 못 보고 이렇게 돈 벌어서 커진 플랫폼인가 봐요 내부 시스템 엉망에 중개 플랫폼이니 책임이 없고 현지 판매자 확인해야 한다 하고 오류인지 법무검토까지 확인하고 회신 준다더니 오늘 딱 한 달째인데 완전 회신이 없어요 돈 날려도 좋다면 구매하세요 리뷰 보니까 동일 현상이 많네요 잘못 기재된 고객 정보도 직접 수정을 못하고 와 그나 클 룩이 늘 저렴하더라고요 불공정거래로 신고가 가능 성 상담받았어요
14327,14327,리뷰를 통해 좋은 선택을 하게 되었네요
14328,14328,다양한 여행과 투어가이드와의 직접 소통이 가능한 최고의 앱인 것 같습니다
14329,14329,가격 편리성 모두 만족합니다
14330,14330,쿠폰 많이 주면 좋겠다
14331,14331,잘 사용하고 있습니다
14332,14332,할인받아 사용할 수 있어서 좋아요
14333,14333,예약하기 편해요
14334,14334,여행이 단지 사진 찍고 돌아오는 경험이 되지 않으려면 무적 권대운 받고 시작해야 하는 어플
14335,14335,여행 중투어로 필수 앱이라고 생각합니다 근데 앱에 항목별로 북 마크할 수 있는 기능이 추가되면 좋을 거 같아요
14336,14336,항공권 환불 요청한 지가 언제인데 아직도 안 되는 이유는
14337,14337,좋아요 현지 결제 없이 바로 예약하고 다닐 수 있어서 좋네요
14338,14338,여행 내내 유익하게 잘 사용하고 있음
14339,14339,여행 준비 이거 하나면 끝
14340,14340,여행 시 필수 어플이네요 덕분에 여행 잘하고 다녔어요
14341,14341,항공권 취소하려고 문의하려고 노력하는데 전화연결이 거의 안됨
14342,14342,여행 일정 짜면서 투어 예약에 잘 활용하고 있습니다
14343,14343,좋음 유로 결제 있었으면
14344,14344,예약 등 편하게 여행했어요
14345,14345,싸고 사은품도 주고 좋았네요
14346,14346,여러 나라의 다양한 상품들이 많아 편리합니다
14347,14347,가격이 최저가로 나와있습니다 잘 이용하네요
14348,14348,사용이 편하고 여행에 필수적인 일일투어나 패스가 다양하게 준비되어 있습니다
14349,14349,너무 원하는 투어들이 잘 들어가 있고 찾기도 편하고 믿고 이용할 수 있어서 자유여행 시 너무도 좋은 거 같아요
14350,14350,숙소 예약하기 편하고 좋지만 소도시는 없다는 게 좀 아쉽네요
14351,14351,외국여행 시 단기 투어를 자주 이용함 편안하고 자유롭게 여행하다가 특정 코스를 알차게 관광하는데 유용한 앱 여유있게 사전예약하는 게 필수
14352,14352,여행에 꼭 필요한 어플
14353,14353,여행정보 찾기에 좋음
14354,14354,일일투어 필요할 때에 좋음
14355,14355,여행에 유용하게 이용하고 있는 앱입니다
14356,14356,서비스 제공자와 수월한 대화 메신저 기록 등
14357,14357,저렴하게 티켓도 구매하고 편하게 이용 잘했습니다
14358,14358,잘 사용하고 유럽 다녀왔습니다
14359,14359,꼭 유럽에 처음 가보시는 분들이라면 마이리얼트립 앱을 강력 추천드립니다 투어 아이템도 매우 다양하고 알차게 구성되어 있습니다
14360,14360,여러 투어 상품 보면서 원하는 투어 찾을 수 있고 후기도 많이 도움 되고 좋았습니다
14361,14361,굳굳가이드랑연락도잘되고보기편하게구성되어늘이용중개발자님들적게일하고많이버세용
14362,14362,편리한 일일투어 어플 추천이에요
14363,14363,다른 앱보다 저렴한 가격대인 것 같습니다
14364,14364,정말 편리하고 좋은 앱
14365,14365,싸게 티켓 많이 샀네요
14366,14366,항상 잘습니다
14367,14367,전반적으로 여행 준비할 때 깔아두면 좋은 어플 확실히 설명도 잘 되어있고 투어나 패스권들도 잘 되어있음
14368,14368,굿굿 응답도 빠르고 좋습니다
14369,14369,만족 이력 관리 잘 되고 효율적임
14370,14370,좋아요 좋아요 좋아요
14371,14371,이용하기 편하고 가 성비 최고입니다
14372,14372,이번 여행은 전부 마이리얼트립에서 선택해서 다녔습니다 상품도 많고 훌륭한 가이드님들이 너무너무 많아 요강 추입니다
14373,14373,여행할 때 입장 권미리 찾아보면 매표소에서 구매하는 것보다 훨씬 싸고 편리해요
14374,14374,처음 가이드 신청하고 여행하는 건데 이 앱 이용해서 좋은 분 만나고 친구들과 즐거운 여행하고 왔습니다 고마워요 마 이 리얼트립
14375,14375,여행 꿀 팁 필수 앱
14376,14376,앱이 깔끔하고 좋아요
14377,14377,세 번을 이용했는데 아주 만족합니다
14378,14378,깔아야죠
14379,14379,해외여행 시 현지에서 바로 사용할 수 있는 티켓 구매 시 매우 편리합니다
14380,14380,투어 입맛대로 골라보기 좋다
14381,14381,유용한앱큰도움이되었다
14382,14382,조음 여행 도우 미스
14383,14383,이래저래 도움 많이 받았네요
14384,14384,웹브라우저 없이 이 앱으로 필요한 메뉴를 바로 접근 가능해서 사용하기 나름 편합니다
14385,14385,사용하는데 괜찮아요
14386,14386,유럽여행의 필수 앱이에요
14387,14387,호텔 예약부터 기차 교통권 구매까지 편리하게 이용 가능하여 자주 사용 중입니다
14388,14388,저렴한 투어 가격
14389,14389,말레이시아 여행 가면서 처음으로써 봤는데 편리하고 싸게 구입해서 잘 놀고 왔습니다 여행 준비 와이파이 도시락 외투보관 현지 공항철도 이용권이랑 투어 티켓 구매했고 구매 전에 각각 후기를 참고할 수 있을 만큼 많아서 좋았습니다
14390,14390,한인 민박 예약하는데 결제했더니 이미 예약되었다 하고 또 결제하고 또 예약되었다 하고 또 결제하고 또 예약되었다 하고 이런 숙소 예약사이트는 처음 보내요
14391,14391,좋아요 여행 가기 전에 알아두면 좋습니다
14392,14392,여행에 꼭 필요한 앱입니다
14393,14393,그냥저냥 아직 평가할 단계는 아닌 듯
14394,14394,여행에서 많은 정보와 저렴하고 좋은 상품 구매하기에 좋아요
14395,14395,여행할 때 필수 템
14396,14396,개별 투어 여행하기 너무 좋아요
14397,14397,투어가 필요할 때 정말 도움이 많이 됐어요
14398,14398,익숙하지 않은 해외여행에서 유용하게 사용되는 앱인 것 같아요 여행지가 결정되면 이 앱부터 살펴본답니다
14399,14399,여행지에서 도어 플로 간편하게 검색해서 저렴히 사용 가능해서 강추
14400,14400,매우 여행에 도움 됩니다
14401,14401,너무너무 좋음 편하게 여행함 클 룩보다 좋은 듯
14402,14402,사용하기 쉬워요
14403,14403,예약 사항 확인이나 관리가 편하고 가이드분들과 메시지 주고받기도 좋네요
14404,14404,정말 외국 투어 시 필수 앱입니다
14405,14405,앱이 편리해요 정리 요약이 쉬워크게 전체 그림으로 보기 좋네요
14406,14406,제가 항공권 결제를 잘못해서 고객센터에 전화를 하면 왜 받질 않는 건가요 문의하기에 올리면 전화는 오던데 제가 전화를 하면 계속 상담원이 없다면서 통화가 안 되네요 원래 이런가요
14407,14407,사용에 불편함이 있다
14408,14408,정말 편리합니다 좋은 경험을 저렴하게 할 수 있다니 금상첨화입니다
14409,14409,크룩보다 싼 대신 바우처는 시간이 좀 더 걸린다는 점 주의하면 저렴한 가격에 구입할 수 있습니다 바우처는 유효기간 안에 사용할 수 있지만 실물 티켓으로 바꾸면 당일 사용해야 한다고 합니다
14410,14410,여행지 고민할 때 제일 먼저 생각나고 여행자 입장에서 필요한 모든 것이 여기에다 있음 정말 해외든 국내든 이 앱만 있음 끝
14411,14411,다양한 내용이 나와요
14412,14412,너무 많은 패키지가 있어서 고민하게 되는 점이 장점과 단점 클럭과 함께 활용도 높은 앱이다
14413,14413,잘 사용하고 있습니다
14414,14414,영국 런던에서 투어 당일 새벽 취소 확정자 취소라 당황하진 않았지만 황당 황당 취소된 투어 대신 신청한 박물관 가이드 투어 확정 후 가이드 노 쇼 매우 당황 및 분노 분노만 이 리얼 트립 덕분에 영국에서 소중한 하루를 누구보다 색다르게 보냈습니다
14415,14415,편하고 좋아요 다만 오프라 에티켓 발행처 정보를 자세히 해주면 좋겠어요
14416,14416,필수 앱 더 이상 무슨 말이 필요할까요
14417,14417,사용하기 쉽고 간편해요
14418,14418,여행 중에 편리하게 쓸 수 있습니다
14419,14419,여기당일시간내항공권취소해도수십만원취소수수료물게됨티켓값며처넌마난아낄려고부득이하게발생하는취소에서수수료수십만원물건가요잘생각하셔야함담당자통화말해봐야소용없음실제당함나라면절대사용안함왤케평점높은지이해할수가없네
14420,14420,다양하게 투어들을 한꺼번에 볼 수 있어 좋아요
14421,14421,자유여행 시 다양한 프로그램 짜기에 좋은 앱이에요
14422,14422,여러 가지 투어 및 숙소 예약이 편리합니다
14423,14423,편하게 잘 이용했어요
14424,14424,예약하기 참 편해서 좋아요
14425,14425,비교하며 쓸만합니다
14426,14426,덕분에 좋은 여행을 할 수 있었습니다
14427,14427,여행 관련 필수 앱입니다
14428,14428,구성비 사용 편의성 정보제공 능력 모두 괜찮았습니다
14429,14429,현지 투어 및 교통 편 예약하기에는 편하고 저렴해 요가 성비가 좋은 게 많아요
14430,14430,여러 상품을 비교해서 선택할 수 있어 좋아요
14431,14431,별 한 개도 아까워요 항공권 예매는 쉽고 취소는 어려운데 자신들은 여행사여서 항공사 수수료 따로 여행사 수수료 따로에요 하루 만에 취소했는데 인 가족 수수료만 원 냈어요
14432,14432,해외여행 시 필수
